epoch,train_loss,val_loss,val_dice,val_jaccard,val_balanced_acc,val_auc,test_loss,test_dice,test_jaccard,test_balanced_acc,test_auc
57,0.2719,0.356,0.8189,0.6934,0.8426,0.9228,0.3037,0.835,0.7172,0.8579,0.9423
58,0.2719,0.3813,0.8131,0.6853,0.8369,0.9137,0.3081,0.8379,0.7216,0.8603,0.9401
59,0.2699,0.3287,0.8342,0.7159,0.8559,0.9333,0.2996,0.8435,0.7298,0.8651,0.9435
60,0.2705,0.3419,0.8284,0.7073,0.8507,0.9285,0.2851,0.8479,0.7361,0.8686,0.9488
61,0.2683,0.302,0.843,0.7291,0.8639,0.9432,0.2864,0.845,0.7317,0.8661,0.9488
62,0.2667,0.3619,0.8191,0.6938,0.8427,0.921,0.3312,0.8286,0.7075,0.852,0.932
63,0.279,0.3533,0.8201,0.6952,0.8436,0.9238,0.3107,0.835,0.717,0.8577,0.9396
64,0.2705,0.4577,0.7847,0.6471,0.8113,0.8856,0.3837,0.8066,0.6761,0.8331,0.9124
65,0.2797,0.3847,0.8052,0.6741,0.831,0.9117,0.3235,0.8254,0.7028,0.8494,0.9345
66,0.2727,0.3705,0.8159,0.6892,0.8399,0.918,0.3065,0.8371,0.7202,0.8595,0.9413
67,0.2707,0.3801,0.8178,0.692,0.8408,0.9157,0.302,0.8445,0.7311,0.8658,0.943
68,0.2833,0.295,0.8493,0.7384,0.8692,0.9458,0.2889,0.8479,0.7364,0.8689,0.9473
69,0.2733,0.373,0.8114,0.6832,0.8365,0.9178,0.3784,0.8024,0.6708,0.8306,0.9165
70,0.2657,0.3652,0.8225,0.6989,0.8452,0.9201,0.3021,0.844,0.7303,0.8653,0.9427
71,0.2614,0.3623,0.8259,0.7037,0.8481,0.9222,0.2997,0.8456,0.7327,0.8667,0.9437
72,0.2606,0.3929,0.8149,0.6883,0.8384,0.9122,0.3252,0.8339,0.7154,0.8567,0.9348
73,0.2593,0.3527,0.8287,0.7076,0.8508,0.926,0.3072,0.8414,0.7265,0.8632,0.9411
74,0.2638,0.298,0.8449,0.7315,0.8654,0.9449,0.2739,0.8512,0.7411,0.8714,0.9536
75,0.2774,0.3038,0.8468,0.7346,0.8671,0.9429,0.2876,0.8488,0.7376,0.8695,0.9479
76,0.268,0.3269,0.8374,0.7204,0.8589,0.935,0.2982,0.8433,0.7296,0.8649,0.9445
77,0.2614,0.2997,0.8441,0.7305,0.8648,0.9446,0.2899,0.8434,0.7295,0.8649,0.9481
78,0.2566,0.3019,0.8474,0.7355,0.8675,0.9436,0.2906,0.8468,0.7347,0.8679,0.9472
79,0.2603,0.2824,0.8557,0.748,0.8748,0.9503,0.2768,0.8533,0.7445,0.8735,0.9517
80,0.2563,0.295,0.8499,0.7391,0.8696,0.9458,0.2845,0.8501,0.7397,0.8707,0.9491
81,0.2746,0.533,0.75,0.6001,0.7836,0.864,0.4707,0.767,0.6223,0.8003,0.8852
82,0.2756,0.4244,0.8017,0.6696,0.8266,0.9003,0.3547,0.8219,0.6985,0.8465,0.9239
83,0.2604,0.3693,0.8206,0.6959,0.8434,0.9194,0.2945,0.8474,0.7356,0.8685,0.9455
84,0.2542,0.3741,0.8235,0.7001,0.8458,0.9194,0.2917,0.8504,0.7403,0.8712,0.9468
85,0.2534,0.3313,0.8336,0.7148,0.8555,0.9336,0.2823,0.8488,0.7378,0.8695,0.9506
86,0.2522,0.3262,0.8405,0.725,0.8612,0.9358,0.2781,0.8556,0.7481,0.8756,0.9515
87,0.2525,0.3216,0.8449,0.7316,0.8651,0.9385,0.2788,0.8579,0.7515,0.8778,0.9518
88,0.2557,0.3202,0.8441,0.7304,0.8644,0.9382,0.2745,0.8577,0.7511,0.8773,0.9527
89,0.2545,0.2948,0.8555,0.7479,0.8748,0.9475,0.2757,0.8587,0.7527,0.8785,0.9527
90,0.2511,0.3717,0.8265,0.7051,0.8484,0.9214,0.291,0.8525,0.7435,0.8731,0.9475
91,0.2508,0.2932,0.8552,0.7475,0.8745,0.9474,0.2773,0.8571,0.7503,0.8769,0.9518
92,0.2489,0.308,0.8484,0.7371,0.8683,0.9422,0.2853,0.8526,0.7437,0.873,0.9492
93,0.2536,0.4671,0.781,0.6419,0.8101,0.8887,0.3832,0.8055,0.6747,0.8334,0.9175
94,0.2595,0.4147,0.8035,0.6719,0.8291,0.9066,0.3201,0.8335,0.7149,0.8565,0.9381
95,0.2514,0.3255,0.843,0.729,0.8634,0.9367,0.2875,0.8529,0.7437,0.8731,0.9484
96,0.2507,0.2944,0.8561,0.7488,0.8754,0.9479,0.2697,0.862,0.7576,0.8812,0.9549
97,0.2487,0.3001,0.8521,0.7427,0.8718,0.9451,0.2957,0.8493,0.7386,0.8701,0.9458
98,0.2476,0.2881,0.8587,0.7528,0.8777,0.9496,0.2681,0.8624,0.7584,0.8816,0.9552
99,0.2564,0.3377,0.8373,0.7202,0.8584,0.9328,0.2884,0.8502,0.7402,0.8711,0.948
100,0.2499,0.3517,0.8344,0.7158,0.8557,0.9287,0.3043,0.8453,0.7335,0.8671,0.943
