epoch,train_loss,val_loss,val_dice,val_jaccard,val_balanced_acc,val_auc,test_loss,test_dice,test_jaccard,test_balanced_acc,test_auc
87,0.2558,0.2939,0.854,0.7456,0.8735,0.9477,0.2938,0.8521,0.7425,0.8721,0.9466
88,0.2583,0.2955,0.8489,0.7379,0.869,0.9457,0.2955,0.8469,0.7347,0.8675,0.9452
89,0.2564,0.3144,0.8349,0.7174,0.8572,0.9391,0.3155,0.8307,0.711,0.8541,0.9387
90,0.2602,0.3127,0.8402,0.725,0.8613,0.9397,0.3234,0.8313,0.7118,0.8538,0.9346
91,0.2657,0.3397,0.825,0.7028,0.8486,0.9303,0.343,0.8147,0.6884,0.8408,0.9277
92,0.2622,0.3814,0.8069,0.677,0.832,0.9142,0.3609,0.8091,0.6796,0.8354,0.9206
93,0.2635,0.509,0.7675,0.6231,0.7964,0.8712,0.4568,0.7757,0.6354,0.8066,0.8867
94,0.2747,0.283,0.8505,0.7403,0.8703,0.9501,0.2766,0.848,0.7367,0.8689,0.9523
95,0.2587,0.3034,0.8446,0.7317,0.8652,0.9426,0.2728,0.8538,0.7451,0.8738,0.953
96,0.2683,0.2905,0.8509,0.741,0.8707,0.9472,0.2614,0.8598,0.7541,0.8787,0.9574
97,0.2676,0.3963,0.7876,0.6498,0.8162,0.9041,0.3692,0.7966,0.6639,0.8258,0.9142
98,0.2665,0.2637,0.8625,0.7582,0.8806,0.9565,0.2675,0.8576,0.7507,0.8767,0.9549
99,0.2615,0.3873,0.7994,0.6661,0.8258,0.9106,0.3299,0.8236,0.701,0.8478,0.9314
100,0.2782,0.2922,0.8475,0.7358,0.8678,0.9464,0.2747,0.8524,0.7432,0.8726,0.9526
